edge_id,date,day_of_week,is_weekend,hour,weather,is_rush_hour,congestion_level
"(1347137399, 1347137564, 0)",2026-06-14,6,0,22,0,0,1
"(1322981515, 5759060158, 0)",2026-07-17,4,1,17,0,0,3
"(1171724079, 1175374597, 0)",2026-06-17,2,0,16,0,1,7
"(1352193762, 1352193549, 0)",2026-05-05,1,0,17,1,0,2
"(6640233021, 6640233022, 0)",2026-07-22,2,0,8,0,1,6
"(2988775567, 1374245347, 0)",2026-05-10,6,0,14,0,1,8
"(1324408906, 1324408750, 0)",2026-05-26,1,0,20,0,0,2
"(6583043108, 1331082612, 0)",2026-05-17,6,0,14,0,1,7
"(1356917806, 1356918903, 0)",2026-05-09,5,1,23,0,0,3
"(1179694693, 5761922487, 0)",2026-05-11,0,0,12,0,0,3
"(1346847201, 1346156985, 0)",2026-06-29,0,0,12,0,0,2
"(1396425400, 6775359719, 0)",2026-06-18,3,0,16,0,1,9
"(1343821200, 1343821239, 0)",2026-07-10,4,1,18,2,0,5
"(1354670094, 1354670321, 0)",2026-07-01,2,0,11,0,0,1
"(1186889099, 1186546606, 0)",2026-05-04,0,0,10,0,0,2
"(6546989131, 1330820209, 0)",2026-06-29,0,0,17,0,0,2
"(1341718877, 1344168014, 0)",2026-06-01,0,0,14,0,1,6
"(1322981515, 5759060158, 0)",2026-06-13,5,1,8,0,1,1
"(1341740647, 1341740642, 0)",2026-06-11,3,0,8,1,1,7
"(6304487276, 1322981701, 0)",2026-06-07,6,0,23,0,0,2
"(6586987099, 6586987098, 0)",2026-07-01,2,0,13,0,0,3
"(1323345669, 1323345355, 0)",2026-07-05,6,0,20,0,0,2
"(3112549168, 3112549151, 0)",2026-07-13,0,0,23,0,0,2
"(1361117697, 1361117344, 0)",2026-05-21,3,0,20,0,0,1
"(1184065354, 1184065309, 0)",2026-06-23,1,0,23,0,0,1
"(1325840062, 1325839946, 0)",2026-06-05,4,1,21,0,0,5
"(6554335446, 1172905052, 0)",2026-07-20,0,0,20,1,0,3
"(1372487710, 1372487151, 0)",2026-05-13,2,0,16,0,1,8
"(11953619597, 11953619598, 0)",2026-05-16,5,1,19,0,0,7
"(1353114130, 1353114171, 0)",2026-06-15,0,0,10,0,0,2
"(6543952951, 6543952960, 0)",2026-05-02,5,1,22,0,0,5
"(1171724079, 1175374597, 0)",2026-07-15,2,0,10,0,0,1
"(1346847673, 1346779125, 0)",2026-05-10,6,0,20,0,0,3
"(6637789301, 6637789305, 0)",2026-05-16,5,1,16,0,1,3
"(11006104077, 11006104104, 0)",2026-07-21,1,0,8,1,1,5
"(1361117264, 1361117334, 0)",2026-07-25,5,1,10,0,0,2
"(6567047164, 6567047167, 0)",2026-06-28,6,0,6,1,0,1
"(1371671327, 1371671454, 0)",2026-06-22,0,0,6,0,0,2
"(1334047122, 1334047056, 0)",2026-05-22,4,1,21,1,0,6
"(1364900687, 6545606375, 0)",2026-05-25,0,0,12,0,0,1
"(1379372182, 1379372190, 0)",2026-06-30,1,0,21,0,0,1
"(11006104076, 11006104068, 0)",2026-07-01,2,0,9,0,1,6
"(1374245946, 1374246188, 0)",2026-05-14,3,0,14,0,1,7
"(1374279176, 1374279464, 0)",2026-05-09,5,1,22,0,0,7
"(1184065373, 1184065322, 0)",2026-07-24,4,1,18,0,0,1
"(1329735003, 2973460651, 0)",2026-05-17,6,0,17,0,0,2
"(1334303469, 1334303430, 0)",2026-06-02,1,0,19,0,0,3
"(6757354948, 1332017603, 0)",2026-06-16,1,0,19,0,0,3
"(1346612860, 1346612090, 0)",2026-05-01,4,1,12,1,0,1
"(1346847308, 1346847645, 0)",2026-07-27,0,0,23,0,0,3
"(1367529816, 1367529601, 0)",2026-06-20,5,1,13,1,0,3
"(1361117236, 1361117275, 0)",2026-06-03,2,0,21,0,0,3
"(1330170196, 1330171107, 0)",2026-07-15,2,0,9,0,1,8
"(6572664808, 6304571031, 0)",2026-05-24,6,0,10,0,0,3
"(2988710800, 6588133421, 0)",2026-05-21,3,0,6,0,0,1
"(6552362569, 6552362570, 0)",2026-05-12,1,0,21,1,0,1
"(6558050360, 6538858465, 0)",2026-06-08,0,0,9,1,1,5
"(1323672567, 1323672729, 0)",2026-07-13,0,0,20,0,0,1
"(7456067127, 1356940127, 0)",2026-05-05,1,0,8,1,1,8
"(1325839946, 1326062805, 0)",2026-07-01,2,0,15,0,1,7
"(1346612860, 1346612090, 0)",2026-07-24,4,1,15,0,1,1
"(1380076849, 1380076927, 0)",2026-06-22,0,0,12,0,0,3
"(1334014231, 6754562268, 0)",2026-06-10,2,0,19,0,0,3
"(6555924658, 6555791336, 0)",2026-07-17,4,1,15,0,1,1
"(1347137399, 1347137564, 0)",2026-06-22,0,0,21,0,0,3
"(6543952951, 6543952960, 0)",2026-07-05,6,0,18,0,0,1
"(6553484552, 1364174103, 0)",2026-06-23,1,0,20,0,0,1
"(1396425558, 1396425569, 0)",2026-06-07,6,0,9,0,1,7
"(2988775567, 1374245347, 0)",2026-07-03,4,1,18,0,0,3
"(6538590950, 6545048995, 0)",2026-07-03,4,1,13,0,0,2
"(1330537648, 6554845384, 0)",2026-05-05,1,0,8,1,1,7
"(1184943115, 1185026255, 0)",2026-05-09,5,1,18,0,0,2
"(1334303469, 1334303430, 0)",2026-05-16,5,1,10,0,0,3
"(1355636739, 1355636500, 0)",2026-07-28,1,0,15,0,1,8
"(1371956399, 1371956539, 0)",2026-07-06,0,0,23,0,0,2
"(6561325489, 6561325488, 0)",2026-05-16,5,1,8,0,1,1
"(1371955805, 1371955991, 0)",2026-06-16,1,0,10,0,0,3
"(1361117556, 1361117294, 0)",2026-07-14,1,0,16,0,1,6
"(1350029522, 1350029611, 0)",2026-07-16,3,0,23,1,0,3
"(6601590979, 6601533325, 0)",2026-07-27,0,0,16,0,1,7
"(3112549168, 3112549151, 0)",2026-05-30,5,1,11,0,0,3
"(1330947296, 1330820257, 0)",2026-05-12,1,0,15,1,1,6
"(1346847038, 6304363132, 0)",2026-05-01,4,1,13,1,0,1
"(6552768140, 1330947542, 0)",2026-07-13,0,0,6,0,0,2
"(1354129491, 1354129442, 0)",2026-05-17,6,0,13,0,0,2
"(1364829529, 1364829688, 0)",2026-05-18,0,0,8,0,1,5
"(1350752677, 1350752992, 0)",2026-05-02,5,1,23,0,0,1
"(1374129773, 1374129642, 0)",2026-07-14,1,0,23,0,0,3
"(6576721831, 3250738467, 0)",2026-06-06,5,1,11,0,0,1
"(1325840062, 1325839946, 0)",2026-07-25,5,1,22,0,0,6
"(1322981947, 1322981470, 0)",2026-07-24,4,1,6,0,0,1
"(1332669891, 6628697084, 0)",2026-05-31,6,0,14,1,1,8
"(1174154997, 1174154743, 0)",2026-05-08,4,1,12,1,0,1
"(1356920102, 6627437350, 0)",2026-06-22,0,0,18,0,0,2
"(1324570374, 1324570421, 0)",2026-06-23,1,0,6,0,0,3
"(1331244655, 1331244362, 0)",2026-07-17,4,1,6,0,0,3
"(1374129709, 6631219361, 0)",2026-06-02,1,0,7,0,1,7
"(6546989131, 1330820209, 0)",2026-05-17,6,0,18,0,0,3
"(331565003, 331565002, 0)",2026-06-06,5,1,12,0,0,1
"(6554445243, 11929623151, 0)",2026-05-27,2,0,14,0,1,6
"(1350752656, 6602350580, 0)",2026-07-14,1,0,12,0,0,3
"(1324408906, 1324408750, 0)",2026-05-22,4,1,13,1,0,2
"(1366234574, 1366234660, 0)",2026-07-12,6,0,11,0,0,2
"(6538590950, 6545048995, 0)",2026-06-29,0,0,22,0,0,1
"(1367529816, 1367529601, 0)",2026-07-10,4,1,8,2,1,5
"(1347293046, 1347292957, 0)",2026-05-18,0,0,16,0,1,8
"(6541505710, 1346779273, 0)",2026-07-20,0,0,23,1,0,3
"(1171157846, 1171157694, 0)",2026-05-15,4,1,8,1,1,3
"(1347293015, 1347293062, 0)",2026-05-02,5,1,20,0,0,6
"(6580964317, 1323345593, 0)",2026-05-06,2,0,12,0,0,1
"(1334014187, 1358046381, 0)",2026-07-15,2,0,6,0,0,1
"(1379372182, 1379372190, 0)",2026-06-08,0,0,19,1,0,1
"(1173885682, 6552332791, 0)",2026-06-22,0,0,23,0,0,1
"(6640700587, 1349781203, 0)",2026-07-26,6,0,23,2,0,5
"(1361117264, 1361117334, 0)",2026-07-16,3,0,12,1,0,3
"(1351057242, 331562252, 0)",2026-06-08,0,0,9,1,1,5
"(1349779720, 1356919050, 0)",2026-07-15,2,0,9,0,1,7
"(1353114192, 1353114107, 0)",2026-05-02,5,1,8,0,1,1
"(6554335446, 1172905052, 0)",2026-05-21,3,0,7,0,1,5
"(1329698788, 1329698816, 0)",2026-05-03,6,0,6,2,0,5
"(6587835836, 1329148725, 0)",2026-07-22,2,0,13,0,0,2
"(1323345690, 1323345352, 0)",2026-05-13,2,0,23,0,0,2
"(1323345470, 1323345442, 0)",2026-06-28,6,0,8,1,1,6
"(1356918901, 1356920642, 0)",2026-05-03,6,0,8,2,1,9
"(5754411776, 331541812, 0)",2026-07-24,4,1,19,0,0,6
"(5930720830, 6598993780, 0)",2026-05-08,4,1,20,1,0,7
"(1334014231, 6754562268, 0)",2026-06-07,6,0,6,0,0,1
"(1324181560, 1324181166, 0)",2026-05-03,6,0,17,2,0,6
"(6554445243, 11929623151, 0)",2026-06-08,0,0,16,1,1,9
"(1356243636, 1356243715, 0)",2026-05-09,5,1,19,0,0,6
"(1178236650, 1178236811, 0)",2026-07-05,6,0,19,0,0,1
"(6598161400, 6598348640, 0)",2026-07-11,5,1,8,0,1,1
"(6567047164, 6567047167, 0)",2026-05-12,1,0,12,1,0,2
"(1332017826, 1332017777, 0)",2026-05-17,6,0,11,0,0,1
"(1323345470, 1323345442, 0)",2026-07-07,1,0,22,0,0,3
"(6738710309, 6738506445, 0)",2026-05-21,3,0,13,0,0,1
"(6588133470, 721619009, 0)",2026-05-28,3,0,10,1,0,1
"(1353114192, 1353114107, 0)",2026-07-09,3,0,10,0,0,2
"(1171157846, 1171157694, 0)",2026-07-16,3,0,14,1,1,7
"(1327149840, 1327149966, 0)",2026-06-12,4,1,15,1,1,2
"(1186425464, 1184975564, 0)",2026-05-05,1,0,16,1,1,8
"(6559065353, 6559065355, 0)",2026-07-17,4,1,9,0,1,3
"(2988813045, 1371671494, 0)",2026-05-24,6,0,10,0,0,1
"(6547969023, 5761923677, 0)",2026-07-09,3,0,20,0,0,3
"(12208471727, 12208928944, 0)",2026-07-02,3,0,23,0,0,2
"(6580927373, 6580961271, 0)",2026-05-30,5,1,21,0,0,7
"(1348960214, 1348960243, 0)",2026-07-05,6,0,13,0,0,1
"(721619073, 1334295727, 0)",2026-06-26,4,1,10,1,0,1
"(1356243636, 1356243715, 0)",2026-05-25,0,0,15,0,1,8
"(6631173960, 6631708296, 0)",2026-07-26,6,0,14,2,1,9
"(1352193566, 1352193540, 0)",2026-07-02,3,0,7,0,1,5
"(6640700587, 1349781203, 0)",2026-07-06,0,0,8,0,1,7
"(1380541242, 1380541236, 0)",2026-05-07,3,0,20,0,0,3
"(1324181494, 6622601720, 0)",2026-05-16,5,1,17,0,0,2
"(6541526356, 6530711225, 0)",2026-05-06,2,0,11,0,0,3
"(9407471693, 6630522620, 0)",2026-07-23,3,0,16,2,1,10
"(1327186259, 1327186566, 0)",2026-07-20,0,0,20,1,0,3
"(1371956302, 1371956554, 0)",2026-06-25,3,0,23,0,0,1
"(1184065373, 1184065322, 0)",2026-07-16,3,0,15,1,1,7
"(1334014231, 6754562268, 0)",2026-07-28,1,0,22,0,0,3
"(12202083138, 12202083141, 0)",2026-05-05,1,0,13,1,0,3
"(1374279176, 1374279464, 0)",2026-07-02,3,0,13,0,0,2
"(1347137543, 1347137628, 0)",2026-07-02,3,0,18,0,0,2
"(1324408890, 1324408701, 0)",2026-06-10,2,0,19,0,0,3
"(1367529816, 1367529601, 0)",2026-06-24,2,0,11,1,0,3
"(6557376736, 3111984021, 0)",2026-05-17,6,0,17,0,0,1
"(2988710800, 6588133421, 0)",2026-06-16,1,0,17,0,0,1
"(6580927373, 6580961271, 0)",2026-07-08,2,0,21,0,0,3
"(1331244808, 1331245774, 0)",2026-07-09,3,0,23,0,0,2
"(1178236650, 1178236811, 0)",2026-07-01,2,0,11,0,0,2
"(1346847673, 1346779125, 0)",2026-05-03,6,0,13,2,0,5
"(5800294569, 1374129691, 0)",2026-05-04,0,0,19,0,0,2
"(1329637969, 6581812753, 0)",2026-05-13,2,0,15,0,1,9
"(1806914836, 1323345311, 0)",2026-06-06,5,1,13,0,0,2
"(8278633101, 6558106796, 0)",2026-05-07,3,0,13,0,0,2
"(1373281684, 1373281574, 0)",2026-07-27,0,0,7,0,1,5
"(13980225467, 13980225457, 0)",2026-05-05,1,0,21,1,0,1
"(6556986422, 5766243919, 0)",2026-06-12,4,1,7,1,1,2
"(1418770624, 1418728209, 0)",2026-05-09,5,1,7,0,1,2
"(1360982415, 1804724846, 0)",2026-05-10,6,0,7,0,1,6
"(6775165202, 6775165196, 0)",2026-07-15,2,0,6,0,0,3
"(6547601254, 6547601237, 0)",2026-06-24,2,0,19,1,0,2
"(6772044502, 1394212414, 0)",2026-07-18,5,1,12,0,0,1
"(1334046976, 1334047484, 0)",2026-05-06,2,0,16,0,1,9
"(9407471693, 6630522620, 0)",2026-06-02,1,0,8,0,1,7
"(6577216619, 1367530046, 0)",2026-05-14,3,0,12,0,0,1
"(1361117286, 1361117571, 0)",2026-06-16,1,0,18,0,0,3
"(1324181534, 1324181481, 0)",2026-06-26,4,1,7,1,1,3
"(1329345222, 1327186562, 0)",2026-05-29,4,1,11,0,0,3
"(1347137629, 1347137196, 0)",2026-05-08,4,1,10,1,0,2
"(11953619597, 11953619598, 0)",2026-05-22,4,1,19,1,0,8
"(1326941345, 1326941569, 0)",2026-05-14,3,0,8,0,1,8
"(1380541242, 1380541236, 0)",2026-07-03,4,1,8,0,1,3
"(1350752656, 6602350580, 0)",2026-07-15,2,0,9,0,1,5
"(6587835836, 1329148725, 0)",2026-05-04,0,0,14,0,1,7
"(12237200017, 1361117364, 0)",2026-05-14,3,0,6,0,0,3
"(1418770624, 1418728209, 0)",2026-05-05,1,0,8,1,1,6
"(2988710800, 6588133421, 0)",2026-06-19,4,1,20,0,0,4
"(1357399489, 1357399332, 0)",2026-07-27,0,0,6,0,0,3
"(1185026376, 1184942947, 0)",2026-07-09,3,0,19,0,0,1
"(1347137271, 1347137638, 0)",2026-05-22,4,1,19,1,0,7
"(1324408803, 1324408994, 0)",2026-05-25,0,0,7,0,1,7
"(1328079405, 6581812777, 0)",2026-05-31,6,0,15,1,1,7
"(6587228308, 5754433201, 0)",2026-06-27,5,1,22,2,0,6
"(1324408994, 1324408803, 0)",2026-07-19,6,0,6,0,0,3
"(1353114130, 1353114171, 0)",2026-06-16,1,0,12,0,0,3
"(1174524594, 5754846394, 0)",2026-06-27,5,1,23,2,0,5
"(1323698491, 1323698546, 0)",2026-06-01,0,0,7,0,1,7
"(1350752669, 1350753400, 0)",2026-07-10,4,1,16,2,1,3
"(1329345222, 1327186562, 0)",2026-05-16,5,1,9,0,1,2
"(6576721831, 3250738467, 0)",2026-07-27,0,0,15,0,1,7
"(6775370153, 6775370130, 0)",2026-05-13,2,0,22,0,0,2
"(1346612860, 1346612090, 0)",2026-06-11,3,0,13,1,0,2
"(1324408906, 1324408750, 0)",2026-05-14,3,0,23,0,0,1
"(6637789301, 6637789305, 0)",2026-05-23,5,1,15,0,1,2
"(1329698771, 1329698284, 0)",2026-05-12,1,0,13,1,0,3
"(1323895380, 1323895286, 0)",2026-05-05,1,0,23,1,0,2
"(6304487276, 1322981701, 0)",2026-07-21,1,0,21,1,0,1
"(1380076849, 1380076927, 0)",2026-07-19,6,0,17,0,0,3
"(6557653945, 6557653962, 0)",2026-07-01,2,0,20,0,0,2
"(1329345260, 1329345231, 0)",2026-07-19,6,0,17,0,0,3
"(1346216734, 1346612349, 0)",2026-06-09,1,0,11,0,0,2
"(1174154997, 1174154743, 0)",2026-05-27,2,0,6,0,0,3
"(1374279064, 1374279335, 0)",2026-07-16,3,0,16,1,1,7
"(6553484552, 1364174103, 0)",2026-07-25,5,1,7,0,1,1
"(1329637995, 6576900738, 0)",2026-07-27,0,0,9,0,1,7
"(1348960214, 1348960243, 0)",2026-06-01,0,0,18,0,0,3
"(1348960214, 1348960243, 0)",2026-05-12,1,0,19,1,0,2
"(1393170581, 1393416370, 0)",2026-06-12,4,1,16,1,1,2
"(6538590950, 6545048995, 0)",2026-07-15,2,0,7,0,1,6
"(1374279617, 6584639024, 0)",2026-07-26,6,0,20,2,0,3
"(1379368400, 1379368402, 0)",2026-07-14,1,0,20,0,0,2
"(6543942506, 6543942517, 0)",2026-07-02,3,0,21,0,0,3
"(1334046976, 1334047484, 0)",2026-05-09,5,1,20,0,0,6
"(331561175, 6600683484, 0)",2026-06-04,3,0,6,0,0,2
"(1374129773, 1374129642, 0)",2026-05-24,6,0,22,0,0,1
"(1186889099, 1186546606, 0)",2026-07-20,0,0,7,1,1,8
"(6546989131, 1330820209, 0)",2026-06-04,3,0,17,0,0,1
"(6553621910, 1341691134, 0)",2026-07-26,6,0,8,2,1,10
"(1353448531, 1353448730, 0)",2026-07-17,4,1,15,0,1,1
"(6304508694, 6542865592, 0)",2026-05-19,1,0,8,0,1,9
"(1380078531, 1380078522, 0)",2026-06-05,4,1,11,0,0,2
"(6631173960, 6631708296, 0)",2026-06-03,2,0,17,0,0,3
"(1346613092, 1346612605, 0)",2026-07-15,2,0,15,0,1,6
"(1371671621, 1371671088, 0)",2026-07-08,2,0,18,0,0,2
"(6536439375, 6536588938, 0)",2026-06-08,0,0,12,1,0,1
"(1329637969, 6581812753, 0)",2026-07-25,5,1,23,0,0,1
"(6755854467, 1372487009, 1)",2026-05-02,5,1,7,0,1,2
"(1329637961, 1329637914, 0)",2026-06-19,4,1,15,0,1,3
"(6561114834, 1174066991, 0)",2026-05-05,1,0,16,1,1,8
"(6557974648, 1417561090, 0)",2026-07-08,2,0,16,0,1,6
"(6600730979, 1418728240, 0)",2026-07-07,1,0,21,0,0,1
"(6557737125, 6557737126, 0)",2026-05-01,4,1,20,1,0,5
"(1396443192, 6771620989, 0)",2026-07-04,5,1,16,0,1,2
"(6543942506, 6543942517, 0)",2026-05-22,4,1,9,1,1,1
"(1323672609, 1323672760, 0)",2026-05-22,4,1,20,1,0,6
"(6591306604, 13980225453, 0)",2026-07-17,4,1,19,0,0,8
"(1354129491, 1354129442, 0)",2026-06-24,2,0,10,1,0,2
"(6755854467, 1372487009, 1)",2026-06-11,3,0,22,1,0,1
"(1356917776, 1356920642, 0)",2026-06-12,4,1,19,1,0,8
"(13980225467, 13980225457, 0)",2026-07-24,4,1,20,0,0,8
"(6628867004, 6628867044, 0)",2026-05-28,3,0,19,1,0,1
"(1330820105, 1330820244, 0)",2026-06-22,0,0,6,0,0,1
"(1347137399, 1347137564, 0)",2026-05-26,1,0,22,0,0,1
"(6541873169, 6541873170, 0)",2026-05-01,4,1,21,1,0,8
"(1347137543, 1347137628, 0)",2026-05-03,6,0,6,2,0,5
"(6304508694, 6542865592, 0)",2026-07-03,4,1,18,0,0,1
"(1355636386, 1355636743, 0)",2026-06-08,0,0,11,1,0,3
"(2988698289, 2988700223, 0)",2026-06-22,0,0,20,0,0,2
"(1349780764, 1370526533, 0)",2026-07-24,4,1,13,0,0,3
"(1330820321, 1330820182, 0)",2026-07-26,6,0,21,2,0,4
"(6547601254, 6547601237, 0)",2026-06-11,3,0,19,1,0,3
"(6587904379, 6587823232, 0)",2026-06-30,1,0,14,0,1,7
"(1330820321, 1330820182, 0)",2026-05-23,5,1,12,0,0,1
"(1330171400, 1329345386, 0)",2026-07-13,0,0,9,0,1,9
"(5755970972, 5755970962, 0)",2026-07-17,4,1,19,0,0,6
"(6629184675, 1324373501, 0)",2026-06-28,6,0,21,1,0,1
"(1356917776, 1356920642, 0)",2026-06-14,6,0,12,0,0,2
"(6628867004, 6628867044, 0)",2026-07-06,0,0,6,0,0,3
"(1323672567, 1323672729, 0)",2026-06-16,1,0,9,0,1,7
"(6552983852, 1346639031, 0)",2026-07-15,2,0,17,0,0,1
"(6738766745, 1324570438, 0)",2026-06-06,5,1,8,0,1,1
"(1184975499, 1185106853, 0)",2026-05-28,3,0,6,1,0,1
"(6541873169, 6541873170, 0)",2026-06-27,5,1,21,2,0,6
"(1371538688, 1371538805, 0)",2026-05-31,6,0,20,1,0,1
"(6601590979, 6601533325, 0)",2026-05-07,3,0,7,0,1,6
"(1184780232, 13206205862, 0)",2026-05-07,3,0,19,0,0,3
"(1324181418, 6545381135, 0)",2026-06-24,2,0,15,1,1,8
"(1353114130, 1353114171, 0)",2026-05-08,4,1,13,1,0,1
"(6587904379, 6587823232, 0)",2026-07-16,3,0,17,1,0,3
"(6757636101, 6756086743, 0)",2026-05-02,5,1,12,0,0,3
"(1325840066, 6296868940, 0)",2026-07-19,6,0,15,0,1,7
"(11953619597, 11953619598, 0)",2026-07-29,2,0,8,2,1,10
"(1323345669, 1323345355, 0)",2026-05-27,2,0,11,0,0,3
"(1175375033, 1175375993, 0)",2026-05-31,6,0,22,1,0,3
"(6584072707, 6584072708, 0)",2026-07-09,3,0,11,0,0,3
"(5800294569, 1374129691, 0)",2026-05-07,3,0,10,0,0,3
"(1352193566, 1352193540, 0)",2026-06-22,0,0,22,0,0,3
"(1178236650, 1178236811, 0)",2026-05-27,2,0,11,0,0,2
"(6600730979, 1418728240, 0)",2026-07-24,4,1,11,0,0,1
"(1179694693, 5761922487, 0)",2026-06-07,6,0,14,0,1,6
"(1372487710, 1372487151, 0)",2026-05-18,0,0,21,0,0,1
"(1323698491, 1323698546, 0)",2026-06-30,1,0,20,0,0,2
"(1330537648, 6554845384, 0)",2026-07-17,4,1,9,0,1,3
"(1328078896, 724730812, 0)",2026-07-22,2,0,20,0,0,1
"(1347137271, 1347137638, 0)",2026-06-25,3,0,20,0,0,3
"(1323345442, 1323345972, 0)",2026-07-24,4,1,15,0,1,3
"(1178236865, 1178236463, 0)",2026-07-09,3,0,14,0,1,6
"(1374279617, 6584639024, 0)",2026-06-09,1,0,23,0,0,1
"(6769188408, 6769188439, 1)",2026-07-22,2,0,7,0,1,7
"(1330170196, 1330171107, 0)",2026-05-17,6,0,13,0,0,1
"(6556485466, 1341718740, 0)",2026-06-17,2,0,11,0,0,2
"(1361117264, 1361117334, 0)",2026-07-24,4,1,23,0,0,3
"(6572664808, 6304571031, 0)",2026-05-08,4,1,12,1,0,2
"(6583043108, 1331082612, 0)",2026-07-13,0,0,7,0,1,8
"(1374245946, 1374246188, 0)",2026-05-22,4,1,15,1,1,2
"(1349527700, 1349527603, 0)",2026-05-27,2,0,10,0,0,2
"(6580964317, 1323345593, 0)",2026-06-06,5,1,16,0,1,3
"(6738766745, 1324570438, 0)",2026-05-08,4,1,8,1,1,2
"(1396443245, 1396443273, 0)",2026-05-08,4,1,21,1,0,6
"(6555924658, 6555791336, 0)",2026-07-29,2,0,17,2,0,4
"(1325840062, 1325839946, 0)",2026-06-30,1,0,16,0,1,8
"(1355636386, 1355636743, 0)",2026-06-20,5,1,16,1,1,3
"(1323345470, 1323345442, 0)",2026-06-18,3,0,7,0,1,8
"(1175876849, 1175876791, 0)",2026-07-26,6,0,23,2,0,6
"(1370526566, 1370526639, 0)",2026-07-11,5,1,14,0,1,1
"(6775165202, 6775165196, 0)",2026-06-09,1,0,20,0,0,3
"(6543952951, 6543952960, 0)",2026-05-03,6,0,12,2,0,3
"(1361117556, 1361117294, 0)",2026-06-15,0,0,15,0,1,6
"(6554445243, 11929623151, 0)",2026-05-28,3,0,17,1,0,3
"(1175375216, 1175373700, 0)",2026-05-03,6,0,15,2,1,9
"(1171186911, 1171186934, 0)",2026-05-04,0,0,16,0,1,6
"(1174524594, 5754846394, 0)",2026-07-15,2,0,10,0,0,3
"(6581279487, 6581279486, 0)",2026-06-03,2,0,10,0,0,2
"(5765103561, 6559093393, 0)",2026-07-14,1,0,22,0,0,2
"(1323754501, 1323754359, 0)",2026-06-05,4,1,21,0,0,8
"(6637789299, 6637789301, 0)",2026-05-02,5,1,17,0,0,1
"(1324181560, 1324181166, 0)",2026-05-23,5,1,21,0,0,5
"(6583043108, 1331082612, 0)",2026-07-14,1,0,16,0,1,8
"(1174524649, 6754562258, 0)",2026-07-09,3,0,11,0,0,2
"(1171186911, 1171186934, 0)",2026-06-22,0,0,12,0,0,1
"(1174066989, 1174446923, 0)",2026-05-16,5,1,22,0,0,8
"(1174524649, 6754562258, 0)",2026-07-04,5,1,14,0,1,2
"(1323346022, 6598161420, 0)",2026-07-22,2,0,10,0,0,3
"(719869622, 719869612, 0)",2026-06-16,1,0,13,0,0,3
"(1350752669, 1350753400, 0)",2026-05-23,5,1,14,0,1,3
"(5755970972, 5755970962, 0)",2026-07-27,0,0,15,0,1,6
"(6546611579, 12031564935, 0)",2026-07-29,2,0,20,2,0,4
"(1329735003, 2973460651, 0)",2026-06-04,3,0,9,0,1,9
"(6587904379, 6587823232, 0)",2026-07-25,5,1,20,0,0,5
"(1347137271, 1347137638, 0)",2026-05-01,4,1,16,1,1,2
"(1184975499, 1185106853, 0)",2026-05-22,4,1,16,1,1,2
"(1322981366, 12539090832, 0)",2026-07-19,6,0,7,0,1,6
"(1374435979, 1364174412, 0)",2026-06-07,6,0,20,0,0,2
"(1346847201, 1346156985, 0)",2026-06-13,5,1,9,0,1,1
"(1184863686, 6296933039, 0)",2026-07-03,4,1,21,0,0,6
"(7362442903, 1333236256, 0)",2026-06-19,4,1,14,0,1,2
"(6553252010, 6536363971, 0)",2026-06-22,0,0,8,0,1,5
"(6568974979, 6569018810, 0)",2026-06-16,1,0,20,0,0,1
"(6624547071, 6624573186, 0)",2026-06-01,0,0,21,0,0,3
"(5755970972, 5755970962, 0)",2026-07-01,2,0,7,0,1,7
"(1174066989, 1174446923, 0)",2026-05-20,2,0,6,0,0,2
"(2988673881, 2988674192, 0)",2026-07-01,2,0,17,0,0,1
"(3111983583, 6547342476, 0)",2026-05-06,2,0,23,0,0,1
"(1324181560, 1324181166, 0)",2026-05-18,0,0,6,0,0,3
"(1175877701, 1175876747, 0)",2026-05-17,6,0,19,0,0,3
"(6587904379, 6587823232, 0)",2026-06-16,1,0,19,0,0,1
"(1368366497, 1368366472, 0)",2026-05-11,0,0,13,0,0,2
"(6552183332, 5755970960, 0)",2026-07-27,0,0,16,0,1,6
"(1335496222, 1356243636, 0)",2026-07-15,2,0,8,0,1,7
"(6591306604, 13980225453, 0)",2026-06-19,4,1,10,0,0,1
"(1346216734, 1346612349, 0)",2026-07-06,0,0,8,0,1,8
"(11006104077, 11006104104, 0)",2026-07-21,1,0,15,1,1,6
"(1174524649, 6754562258, 0)",2026-07-15,2,0,17,0,0,3
"(2442418232, 1179694631, 0)",2026-07-07,1,0,20,0,0,2
"(1322981515, 5759060158, 0)",2026-05-31,6,0,13,1,0,3
"(1323345505, 1323345386, 0)",2026-05-18,0,0,9,0,1,8
"(1361117264, 1361117334, 0)",2026-07-12,6,0,14,0,1,6
"(1181366272, 1181365512, 0)",2026-06-10,2,0,14,0,1,6
"(1371671621, 1371671088, 0)",2026-06-05,4,1,13,0,0,3
"(1368366497, 1368366472, 0)",2026-05-22,4,1,11,1,0,2
"(1323430562, 5758954840, 0)",2026-07-14,1,0,15,0,1,8
"(1323672609, 1323672760, 0)",2026-05-17,6,0,18,0,0,3
"(1374245133, 1374245568, 0)",2026-06-10,2,0,23,0,0,1
"(1364174324, 1364174414, 0)",2026-06-09,1,0,18,0,0,1
"(6304508694, 6542865592, 0)",2026-06-27,5,1,7,2,1,5
"(1171186911, 1171186934, 0)",2026-07-22,2,0,20,0,0,1
"(1356920102, 6627437350, 0)",2026-05-16,5,1,22,0,0,7
